,location,total_sqft,bath,price,bhk,encoded_loc
4689,Haralur Road,1056.0,2,60.0,2,93
4690,Whitefield,1200.0,3,68.4,3,235
4691,Others,1290.0,1,77.5,2,184
4692,Others,1150.0,2,48.0,2,184
4693,Anekal,1200.0,2,36.0,4,19
4694,Gollarapalya Hosahalli,861.0,2,36.5,2,84
4695,Kundalahalli,1047.0,2,82.62,2,154
4696,Others,1200.0,2,75.0,2,184
4697,Others,1065.0,2,45.0,2,184
4698,Ramamurthy Nagar,1000.0,2,62.0,2,198
4699,Lingadheeranahalli,1682.0,3,113.0,3,158
4700,Harlur,1756.0,3,131.0,3,94
4701,Vittasandra,1238.0,2,67.32,2,234
4702,Dasanapura,814.0,2,42.0,2,67
4703,Dodda Nekkundi,1145.0,2,46.5,2,70
4704,Varthur,965.0,2,34.0,2,227
4705,Others,750.0,2,36.0,2,184
4706,Banashankari,1300.0,2,55.0,3,30
4707,Begur Road,644.0,1,40.0,1,43
4708,Whitefield,982.0,2,37.0,2,235
4709,Indira Nagar,1260.0,2,100.0,2,112
4710,Rayasandra,1555.0,3,75.17,3,199
4711,Kaggadasapura,1225.0,2,48.0,2,122
4712,Electronics City Phase 1,1085.0,2,46.0,2,79
4713,Thanisandra,1595.0,3,110.0,3,219
4714,Raja Rajeshwari Nagar,1196.0,2,40.44,2,194
4715,Yelahanka,1859.0,3,108.0,3,237
4716,9th Phase JP Nagar,1079.0,2,60.0,2,10
4717,Whitefield,1118.0,2,42.0,2,235
4718,CV Raman Nagar,1198.0,2,60.0,2,57
4719,Thigalarapalya,1830.0,4,135.0,3,220
4720,Banashankari Stage VI,1160.0,2,59.0,2,34
4721,Others,2070.0,3,135.0,3,184
4722,Kannamangala,957.0,2,52.5,2,132
4723,Bannerghatta Road,1268.0,2,69.0,2,38
4724,Bannerghatta Road,1450.0,2,87.0,3,38
4725,Others,1600.0,2,75.0,3,184
4726,Uttarahalli,1330.0,2,57.0,3,226
4727,Jakkur,1355.0,2,65.0,3,114
4728,Others,1100.0,2,38.49,2,184
4729,Chikkalasandra,1075.0,2,46.76,2,63
4730,Others,800.0,2,55.0,2,184
4731,Others,900.0,1,44.0,2,184
4732,Haralur Road,1140.0,2,42.0,2,93
4733,Padmanabhanagar,1710.0,2,90.63,3,185
4734,Talaghattapura,2106.0,3,148.0,3,218
4735,Others,3800.0,2,130.0,3,184
4736,Marathahalli,1602.0,2,104.0,2,165
4737,Sarjapur  Road,1660.0,2,116.0,3,204
4738,Electronic City Phase II,1549.0,3,80.0,3,78
4739,Marathahalli,700.0,1,38.0,1,165
4740,Balagere,1012.0,2,64.0,2,29
4741,Whitefield,1216.0,2,69.0,2,235
4742,Electronic City Phase II,1065.0,2,56.13,2,78
4743,Thanisandra,1411.0,3,93.15,3,219
4744,Pai Layout,1400.0,2,57.5,2,186
4745,Haralur Road,1245.0,2,62.0,2,93
4746,Vidyaranyapura,1000.0,2,35.0,2,230
4747,Panathur,2362.5,3,71.89,3,187
4748,Subramanyapura,1800.0,3,90.0,3,215
4749,Kothannur,1275.0,3,44.0,3,149
4750,Kasavanhalli,1494.0,3,82.0,3,134
4751,Bhoganhalli,1949.0,3,129.0,3,47
4752,BTM Layout,1020.0,2,46.5,2,26
4753,Mysore Road,883.0,2,45.0,2,171
4754,Others,2010.0,3,125.0,3,184
4755,Yeshwanthpur,1240.0,2,80.0,2,240
4756,6th Phase JP Nagar,1213.0,2,63.0,2,7
4757,Hegde Nagar,1835.0,3,88.0,3,97
4758,Bannerghatta Road,2932.0,5,195.0,4,38
4759,Whitefield,3425.0,5,250.0,4,235
4760,Gottigere,945.0,2,45.0,2,85
4761,Others,1504.0,2,100.0,3,184
4762,Harlur,1755.0,3,130.0,3,94
4763,Vijayanagar,1760.0,3,140.0,3,231
4764,Hoodi,1240.0,2,43.94,2,100
4765,Electronics City Phase 1,1450.0,3,72.54,3,79
4766,5th Phase JP Nagar,1000.0,2,48.0,2,6
4767,Shivaji Nagar,3820.0,1,306.0,1,210
4768,Thyagaraja Nagar,2000.0,4,145.0,5,222
4769,Choodasandra,1215.0,2,59.0,2,64
4770,Yelachenahalli,1330.0,3,73.5,3,236
4771,Raja Rajeshwari Nagar,1178.0,2,75.0,2,194
4772,Others,2040.0,2,59.0,2,184
4773,Bellandur,2000.0,3,85.0,3,44
4774,Dasarahalli,2400.0,2,152.0,3,68
4775,Sarjapur  Road,1700.0,3,108.0,3,204
4776,Jigani,1200.0,3,65.0,3,117
4777,Others,1500.0,3,72.0,3,184
4778,Kanakpura Road,1737.0,3,85.0,3,131
4779,Others,1280.0,2,48.0,3,184
4780,CV Raman Nagar,1560.0,2,85.0,2,57
4781,Kambipura,883.0,2,44.0,2,127
4782,Kengeri Satellite Town,750.0,2,33.0,2,140
4783,Brookefield,2400.0,3,140.0,4,55
4784,Hormavu,1030.0,2,49.35,2,103
4785,Hennur Road,1831.0,3,110.0,3,99
4786,Others,1095.0,2,38.33,2,184
4787,7th Phase JP Nagar,1000.0,2,61.0,2,8
4788,Budigere,1820.0,3,85.4,3,56
4789,Bisuvanahalli,1075.0,2,41.0,3,50
4790,TC Palaya,1500.0,3,83.0,3,217
4791,Electronics City Phase 1,360.0,1,16.9,1,79
4792,Kadugodi,1345.0,1,40.7,1,121
4793,Electronic City,1140.0,2,70.93,2,77
4794,Others,1145.0,2,58.4,2,184
4795,Others,1862.0,3,120.0,3,184
4796, Devarachikkanahalli,947.0,2,43.0,2,0
4797,Kalena Agrahara,1120.0,2,40.0,2,125
4798,Others,2700.0,3,200.0,3,184
4799,Kaggadasapura,1805.0,2,75.0,3,122
4800,Others,1677.0,3,98.0,3,184
4801,Uttarahalli,1560.0,3,74.0,3,226
4802,Arekere,2060.0,3,150.0,3,22
4803,Koramangala,1716.0,2,115.0,3,148
4804,Harlur,1864.0,3,140.0,3,94
4805,Electronics City Phase 1,638.0,1,32.0,1,79
4806,Chandapura,937.0,2,30.0,2,59
4807,Others,1490.0,2,115.0,3,184
4808,Whitefield,1100.0,2,37.0,2,235
4809,Thigalarapalya,1000.0,2,48.53,2,220
4810,Horamavu Agara,1060.0,2,37.0,2,101
4811,Basaveshwara Nagar,1200.0,2,80.0,2,40
4812,Akshaya Nagar,1420.0,2,75.0,3,13
4813,Sarjapur  Road,1539.0,3,85.0,3,204
4814,Others,1550.0,3,59.0,3,184
4815,Kasavanhalli,1555.0,3,82.0,3,134
4816,Seegehalli,1553.0,3,68.0,3,208
4817,Others,1740.0,3,120.0,3,184
4818,OMBR Layout,1855.0,3,145.0,3,181
4819,Others,1020.0,2,60.0,2,184
4820,Uttarahalli,1250.0,2,50.0,3,226
4821,Sanjay nagar,1450.0,3,75.0,3,201
4822,Thubarahalli,1200.0,2,80.0,2,221
4823,Haralur Road,1140.0,2,58.0,2,93
4824,Others,550.0,1,16.0,1,184
4825,Bannerghatta Road,1450.0,3,44.0,3,38
4826,Kanakpura Road,700.0,2,35.07,2,131
4827,Whitefield,1200.0,3,56.0,3,235
4828,Yelahanka,1050.0,2,45.0,2,237
4829,Somasundara Palya,1600.0,3,69.0,3,212
4830,Bannerghatta Road,1625.0,2,75.0,3,38
4831,Others,1492.0,2,65.0,2,184
4832,Whitefield,4271.0,5,157.5,4,235
4833,Sarjapur  Road,1489.0,2,82.0,3,204
4834,Kanakapura,1560.0,2,62.38,3,130
4835,Others,1431.0,3,65.0,3,184
4836,Lingadheeranahalli,1682.0,3,114.0,3,158
4837,Panathur,1198.0,2,86.26,2,187
4838,Sarjapur  Road,1550.0,2,69.75,3,204
4839,Kodichikkanahalli,1026.0,2,45.0,2,142
4840,Hennur,1260.0,2,52.0,3,98
4841,Others,690.0,2,42.0,2,184
4842,Sarakki Nagar,1200.0,4,85.0,4,202
4843,Attibele,2400.0,3,120.0,3,23
4844,Thubarahalli,1200.0,2,79.55,2,221
4845,Sarjapur  Road,1186.0,2,40.0,3,204
4846,Thanisandra,1039.0,2,39.5,2,219
4847,Gottigere,1500.0,4,100.0,5,85
4848,Malleshwaram,2520.0,3,150.0,3,164
4849,Brookefield,1225.0,2,66.5,2,55
4850,Bommanahalli,1350.0,2,72.0,2,51
4851,Whitefield,1550.0,2,49.6,3,235
4852,Hoodi,1490.0,3,79.0,3,100
4853,Others,1520.0,3,111.0,3,184
4854,Others,1391.0,2,64.5,3,184
4855,Rachenahalli,1200.0,2,50.0,2,193
4856,Others,1200.0,4,86.0,4,184
4857,Yelahanka,1322.0,2,80.0,2,237
4858,Whitefield,2173.0,3,128.0,3,235
4859,Sarjapur  Road,1200.0,2,75.0,2,204
4860,Thubarahalli,1200.0,2,47.0,2,221
4861,Mysore Road,1170.0,2,65.0,2,171
4862,NRI Layout,1125.0,2,45.56,2,173
4863,Others,1250.0,2,90.0,2,184
4864,Yelahanka,1075.0,2,36.0,3,237
4865,Whitefield,1435.0,3,45.0,3,235
4866,Electronics City Phase 1,1175.0,2,64.98,2,79
4867,Others,900.0,2,33.0,2,184
4868,Electronics City Phase 1,585.0,1,21.0,1,79
4869,Jigani,3170.0,5,230.0,4,117
4870,Thanisandra,1220.0,2,42.0,2,219
4871,Bannerghatta Road,960.0,2,58.0,2,38
4872,NGR Layout,907.0,1,38.0,1,172
4873,Old Madras Road,1210.0,2,74.0,2,183
4874,Others,1230.0,2,70.0,2,184
4875,5th Phase JP Nagar,1350.0,2,75.0,3,6
4876,Kenchenahalli,1150.0,2,58.0,2,138
4877,Sarjapur,1404.0,2,53.35,3,203
4878,OMBR Layout,1050.0,2,48.0,2,181
4879,Yelahanka,1285.0,2,56.0,2,237
4880,Hormavu,1018.0,2,50.8,2,103
4881,Hoskote,1200.0,3,57.0,3,106
4882,Others,1600.0,3,95.0,3,184
4883,9th Phase JP Nagar,1480.0,2,80.0,2,10
4884,Kaval Byrasandra,480.0,1,25.0,1,137
4885,Akshaya Nagar,1435.0,3,53.0,3,13
4886,Others,600.0,2,23.0,1,184
4887,CV Raman Nagar,1590.0,2,85.0,3,57
4888,Nagavara,936.0,2,40.2,2,176
4889,Banashankari,1181.0,2,75.0,2,30
4890,Kengeri,1741.0,3,80.0,3,139
4891,JP Nagar,1750.0,3,123.0,3,113
4892,Varthur Road,1050.0,2,42.7,2,228
4893,Tumkur Road,1027.0,2,60.0,2,224
4894,Sector 2 HSR Layout,1600.0,3,70.0,3,206
4895,Sahakara Nagar,1000.0,2,60.0,2,200
4896,Varthur,1120.0,2,44.24,2,227
4897,Others,1200.0,2,85.0,2,184
4898,Kasturi Nagar,1570.0,3,110.0,3,135
4899,Electronic City Phase II,1140.0,2,33.84,2,78
4900,Banashankari,1105.0,2,90.0,2,30
4901,Electronic City,1200.0,2,34.65,2,77
4902,Whitefield,905.0,1,62.0,1,235
4903,Kudlu Gate,1185.0,2,50.0,2,152
4904,Rayasandra,1458.0,3,60.0,3,199
4905,Hormavu,1555.0,3,75.0,3,103
4906,Others,1200.0,2,45.0,2,184
4907,Sarjapur  Road,1308.0,2,58.86,2,204
4908,Kudlu,1024.0,2,44.0,2,151
4909,Kanakapura,1450.0,3,75.0,3,130
4910,Seegehalli,1639.0,3,120.0,3,208
4911,Hennur Road,1232.0,2,87.0,2,99
4912,Others,2000.0,4,130.0,3,184
4913,Jakkur,1230.0,2,79.0,2,114
4914,KR Puram,1076.0,2,67.0,2,119
4915,Others,995.0,2,34.82,3,184
4916,Electronic City,1096.0,2,40.55,2,77
4917,Horamavu Agara,1107.83,2,41.51,2,101
4918,8th Phase JP Nagar,2135.5,3,72.02,3,9
4919,Whitefield,1320.0,2,99.26,2,235
4920,Whitefield,2901.0,4,190.0,3,235
4921,GM Palaya,1315.0,2,65.0,3,81
4922,Others,1000.0,2,44.0,2,184
4923,Hosakerehalli,1596.0,3,79.8,3,105
4924,Bannerghatta Road,1750.0,3,130.0,3,38
4925,Old Madras Road,1350.0,3,47.25,3,183
4926,Old Madras Road,6087.5,2,341.0,4,183
4927,Others,1175.0,2,79.0,2,184
4928,Talaghattapura,921.0,2,29.47,2,218
4929,Sultan Palaya,1713.0,3,125.0,3,216
4930,Others,1200.0,2,43.0,2,184
4931,8th Phase JP Nagar,1900.0,4,90.0,3,9
4932,Kudlu Gate,1664.0,3,68.0,3,152
4933,Binny Pete,1795.0,3,139.0,3,49
4934,Kereguddadahalli,600.0,1,19.5,1,141
4935,Hoodi,1240.0,2,65.0,2,100
4936,Hegde Nagar,1965.0,4,132.0,3,97
4937,Electronics City Phase 1,1200.0,2,59.76,2,79
4938,Others,1112.0,2,68.0,2,184
4939,Mahadevpura,1136.0,2,64.5,2,160
4940,Jigani,914.0,2,55.0,2,117
4941,Rachenahalli,1050.0,2,47.25,2,193
4942,Marathahalli,1385.0,2,68.5,3,165
4943,Others,990.0,2,35.0,2,184
4944,Yelahanka,845.0,2,43.0,2,237
4945,Whitefield,1485.0,2,96.51,2,235
4946,Kanakapura,1460.0,2,43.79,3,130
4947,Thanisandra,1450.0,2,57.0,2,219
4948,HSR Layout,1360.0,2,53.0,3,92
4949,Singasandra,1375.0,2,58.0,2,211
4950,Uttarahalli,1125.0,2,48.0,2,226
4951,7th Phase JP Nagar,1460.0,2,100.0,3,8
4952,Others,1107.0,2,40.0,2,184
4953,Others,1158.0,2,75.0,2,184
4954,Yelachenahalli,800.0,1,30.0,2,236
4955,Bhoganhalli,1760.0,3,128.0,3,47
4956,Others,3200.0,4,200.0,4,184
4957,TC Palaya,1350.0,3,60.0,3,217
4958,Others,1125.0,2,32.49,2,184
4959,BTM Layout,1600.0,3,112.0,3,26
4960,Others,1200.0,2,90.0,2,184
4961,Whitefield,1755.0,3,101.0,3,235
4962,Hulimavu,1200.0,2,50.0,2,108
4963,BEML Layout,1200.0,2,67.0,2,24
4964,Others,1266.67,2,69.0,2,184
4965,2nd Phase Judicial Layout,1300.0,3,64.0,3,3
4966,Mysore Road,1500.5,2,50.855,2,171
4967,Raja Rajeshwari Nagar,1128.0,2,40.0,2,194
4968,Others,2000.0,2,160.0,2,184
4969,Panathur,1210.0,2,80.0,2,187
4970,Raja Rajeshwari Nagar,1151.0,2,39.0,2,194
4971,Sarjapur  Road,920.0,2,40.0,2,204
4972,Munnekollal,1750.0,3,86.5,3,169
4973,Dasanapura,1163.0,2,65.0,2,67
4974,Others,1800.0,3,95.0,3,184
4975,CV Raman Nagar,1100.0,2,58.0,2,57
4976,R.T. Nagar,1200.0,2,60.0,2,192
4977,Others,1410.0,3,65.0,3,184
4978,Begur Road,1933.0,3,98.0,3,43
4979,Begur Road,1200.0,2,45.6,2,43
4980,Whitefield,1608.0,2,63.0,3,235
4981,Horamavu Banaswadi,1156.0,2,46.9,2,102
4982,Others,1230.0,2,75.0,2,184
4983,Kasavanhalli,770.0,1,43.82,1,134
4984,Ardendale,1777.26,3,105.0,3,21
4985,Kanakpura Road,1339.0,2,85.0,2,131
4986,Sarjapur  Road,3044.0,3,183.0,3,204
4987,Others,1080.0,2,44.8,2,184
4988,Others,2400.0,2,135.0,2,184
4989,Hulimavu,1450.0,3,72.0,3,108
4990,Kothanur,1075.0,2,53.0,2,150
4991,Sarjapur  Road,1163.0,2,62.0,3,204
4992,Hebbal,1299.0,2,100.0,2,95
4993,HRBR Layout,1170.0,2,75.0,2,91
4994,JP Nagar,3070.0,2,152.0,3,113
4995,Yelahanka,2600.0,4,175.0,4,237
4996,KR Puram,1140.0,2,43.32,2,119
4997,Kanakpura Road,1900.0,3,125.0,3,131
4998,Electronic City,1110.0,2,39.95,2,77
4999,HBR Layout,1089.0,2,60.0,2,90
5000,Others,880.0,2,48.0,2,184
5001,Kereguddadahalli,1080.0,2,32.0,2,141
5002,Thanisandra,1093.0,2,68.1,2,219
5003,Banashankari Stage III,1480.0,3,75.48,3,32
5004,Hegde Nagar,1703.0,3,125.0,3,97
5005,Hebbal,1200.0,2,60.0,2,95
5006,Marathahalli,1690.0,3,116.0,3,165
5007,Yelahanka,1305.0,2,78.0,2,237
5008,Talaghattapura,1257.0,2,40.22,3,218
5009,Others,1150.0,2,45.0,2,184
5010,Others,1194.0,2,55.0,2,184
5011,Others,2000.0,3,90.0,3,184
5012,Anekal,1500.0,4,99.0,3,19
5013,Others,1025.0,2,42.5,2,184
5014,Horamavu Agara,980.0,2,38.19,2,101
5015,Whitefield,2225.0,3,149.0,3,235
5016,Others,1022.0,2,57.0,2,184
5017,Narayanapura,1153.0,2,45.0,2,178
5018,Pai Layout,1175.0,2,60.0,2,186
5019,Vidyaranyapura,1560.0,3,68.0,3,230
5020,Billekahalli,1350.0,3,55.0,2,48
5021,Others,1200.0,2,76.0,2,184
5022,Others,1200.0,1,54.0,2,184
5023,Chandapura,800.0,2,25.0,2,59
5024,Electronic City,2093.0,4,104.0,4,77
5025,Bannerghatta Road,1275.0,2,73.0,2,38
5026,Begur Road,1215.0,2,43.13,2,43
5027,Begur Road,1444.0,2,71.5,3,43
5028,Others,950.0,2,38.0,2,184
5029,Banashankari Stage II,1240.0,2,59.52,3,31
5030,Hennur,1231.0,2,50.0,2,98
5031,Yeshwanthpur,1713.0,3,110.0,3,240
5032,Sarjapur  Road,3004.0,4,158.0,3,204
5033,Sonnenahalli,1310.0,2,46.0,3,214
5034,Jalahalli,790.0,2,49.5,2,115
5035,Others,1605.0,3,100.0,3,184
5036,Whitefield,1250.0,2,82.0,2,235
5037,Subramanyapura,1260.0,2,76.0,3,215
5038,Yelahanka,1180.0,2,56.0,2,237
5039,Uttarahalli,1255.0,2,50.19,3,226
5040,Electronic City,1025.0,2,53.9,2,77
5041,Sarjapur  Road,1877.0,4,150.0,3,204
5042,Hennur,2500.0,5,125.0,5,98
5043,Others,1542.0,3,98.0,3,184
5044,Others,1012.0,2,42.0,2,184
5045,Chandapura,1200.0,2,65.0,2,59
5046,Sarjapur  Road,1115.0,2,43.0,2,204
5047,Green Glen Layout,1680.0,4,95.0,3,86
5048,Old Madras Road,1171.0,2,72.0,2,183
5049,Tumkur Road,1027.0,2,68.62,2,224
5050,Shampura,1700.0,3,75.0,3,209
5051,Kanakapura,1090.0,2,38.15,2,130
5052,Hennur Road,1232.0,2,74.0,2,99
5053,Anekal,766.0,2,28.0,2,19
5054,Kanakpura Road,525.0,1,27.0,1,131
5055,Hosa Road,1572.0,3,109.0,3,104
5056,Choodasandra,1254.0,2,65.0,3,64
5057,Others,3600.0,5,110.0,5,184
5058,Kanakpura Road,1593.0,3,118.0,3,131
5059,Others,1333.0,2,77.27,2,184
5060,Raja Rajeshwari Nagar,1375.0,2,54.99,3,194
5061,Ardendale,1650.0,3,82.0,3,21
5062,Thanisandra,1430.0,2,51.48,3,219
5063,Electronic City,940.0,2,54.0,2,77
5064,Electronic City,435.0,1,21.0,1,77
5065,Begur Road,1160.0,2,36.54,2,43
5066,Electronic City,1500.0,2,77.5,3,77
5067,Koramangala,1890.0,2,100.0,3,148
5068,Others,1050.0,2,70.0,2,184
5069,Haralur Road,1027.0,2,43.0,2,93
5070,Seegehalli,3000.0,4,235.0,3,208
5071,Tumkur Road,1459.0,2,95.0,3,224
5072,Yelahanka,1711.0,3,85.61,3,237
5073,Hoodi,1250.0,2,98.0,2,100
5074,Anandapura,875.0,2,57.0,2,17
5075,Ramamurthy Nagar,1334.0,2,67.0,2,198
5076,Others,1140.0,2,32.92,2,184
5077,Thigalarapalya,2072.0,4,160.0,3,220
5078,Kengeri Satellite Town,920.0,2,39.0,2,140
5079,Nagasandra,1310.0,3,95.0,4,175
5080,Electronic City,1631.0,3,80.0,3,77
5081,Kanakpura Road,525.0,1,27.5,1,131
5082,Jalahalli,1395.0,3,82.0,3,115
5083,Others,2000.0,3,105.0,3,184
5084,Hennur Road,1232.0,2,66.0,2,99
5085,Others,1075.0,2,55.0,2,184
5086,Gubbalala,1205.0,2,70.0,2,87
5087,Rayasandra,1179.0,2,55.0,3,199
5088,Kodigehaali,1013.0,2,51.0,2,143
5089,Uttarahalli,1160.0,2,40.6,2,226
5090,7th Phase JP Nagar,1200.0,2,62.5,2,8
5091,Marathahalli,1065.0,2,55.0,2,165
5092,Lakshminarayana Pura,1395.0,2,75.0,2,157
5093,Kengeri,1436.0,2,55.0,3,139
5094,Others,4250.0,6,150.0,6,184
5095,Kengeri,1200.0,2,58.0,2,139
5096,Mysore Road,940.0,2,43.61,2,171
5097,KR Puram,4300.0,6,175.0,6,119
5098,Dodda Nekkundi,1829.0,3,125.0,3,70
5099,Others,1000.0,2,60.0,2,184
5100,Others,5720.0,3,350.0,3,184
5101,Hebbal,1390.0,2,95.0,2,95
5102,Lakshminarayana Pura,1500.0,3,104.0,3,157
5103,Vijayanagar,2047.0,3,136.0,3,231
5104,Jakkur,1202.0,2,79.0,2,114
5105,Gunjur,2132.0,3,80.0,3,88
5106,Whitefield,605.0,1,40.0,1,235
5107,Harlur,1331.0,2,88.0,2,94
5108,Margondanahalli,1200.0,2,69.0,2,166
5109,Others,1280.0,2,49.0,3,184
5110,Balagere,1007.0,2,62.0,2,29
5111,Thanisandra,1370.0,2,61.0,3,219
5112,Others,925.0,2,35.0,2,184
5113,TC Palaya,1500.0,2,75.0,2,217
5114,Hennur Road,1341.0,2,95.0,2,99
5115,2nd Phase Judicial Layout,1350.0,2,47.25,3,3
5116,Tumkur Road,992.0,2,60.0,2,224
5117,Uttarahalli,1163.0,2,68.0,2,226
5118,Sarjapur  Road,1229.0,2,70.0,2,204
5119,Others,600.0,2,39.0,2,184
5120,Electronic City Phase II,1219.0,2,61.26,2,78
5121,Raja Rajeshwari Nagar,1525.0,2,99.13,3,194
5122,Kasavanhalli,1147.0,2,60.0,2,134
5123,Akshaya Nagar,1412.0,2,88.0,3,13
5124,Sarjapur  Road,1044.0,2,34.77,2,204
5125,Nagarbhavi,1190.0,2,63.0,2,174
5126,Others,1240.0,2,65.0,3,184
5127,Jigani,1352.0,3,65.0,3,117
5128,Uttarahalli,1330.0,2,39.9,3,226
5129,Others,1700.0,3,111.0,3,184
5130,Electronic City,1355.0,2,67.0,2,77
5131,Ramamurthy Nagar,1200.0,2,46.0,2,198
5132,Kengeri,400.0,2,25.0,1,139
5133,Sarjapur  Road,1342.0,2,70.0,2,204
5134,Begur Road,1615.0,3,50.87,3,43
5135,Others,1340.0,2,65.0,2,184
5136,Devanahalli,1080.0,2,52.0,2,69
5137,Electronic City,1200.0,2,34.0,2,77
5138,Hennur Road,2700.0,3,150.0,3,99
5139,Others,1780.0,3,110.0,3,184
5140,Amruthahalli,1605.0,3,65.0,3,16
5141,Kammanahalli,1200.0,2,80.0,2,128
5142,Margondanahalli,900.0,2,49.0,2,166
5143,Sarjapur,1830.0,3,88.0,3,203
5144,Others,1800.0,4,68.0,5,184
5145,Uttarahalli,1065.0,2,42.59,2,226
5146,Others,900.0,2,65.0,3,184
5147,Others,946.0,2,45.0,2,184
5148,Laggere,1500.0,1,60.0,1,156
5149,Sarjapur  Road,1711.0,3,110.0,3,204
5150,Kudlu Gate,1656.0,3,80.0,3,152
5151,Uttarahalli,1075.0,2,46.76,2,226
5152,Harlur,1752.12,3,133.0,3,94
5153,LB Shastri Nagar,665.0,1,32.0,1,155
5154,Sector 2 HSR Layout,1665.0,3,110.0,3,206
5155,Electronics City Phase 1,1145.0,2,54.0,2,79
5156,Whitefield,1185.0,2,41.0,2,235
5157,Marathahalli,1693.0,3,125.0,3,165
5158,Uttarahalli,1155.0,2,40.6,2,226
5159,Others,1610.0,2,64.4,3,184
5160,Whitefield,1200.0,3,56.58,3,235
5161,EPIP Zone,1709.0,3,80.0,3,76
5162,Gottigere,1400.0,2,50.0,3,85
5163,KR Puram,1200.0,2,42.0,2,119
5164,Others,1439.0,3,57.23,3,184
5165,Kasavanhalli,1375.0,2,72.0,2,134
5166,Vijayanagar,1200.0,2,75.0,3,231
5167,Yelahanka,1315.0,2,75.0,2,237
5168,Yelahanka,3600.0,6,200.0,6,237
5169,Vijayanagar,1178.0,2,82.0,2,231
5170,Bannerghatta Road,1430.0,3,59.0,3,38
5171,Mahadevpura,1400.0,2,65.8,3,160
5172,Thanisandra,1093.0,2,72.0,2,219
5173,Horamavu Banaswadi,1200.0,2,45.0,2,102
5174,Magadi Road,5000.0,6,360.0,5,159
5175,Whitefield,2210.0,3,156.0,3,235
5176,Uttarahalli,1150.0,2,70.0,2,226
5177,Others,1435.0,2,60.0,3,184
5178,Whitefield,1173.0,2,78.2,2,235
5179,Thanisandra,1140.0,2,39.0,2,219
5180,Others,1717.0,3,120.0,3,184
5181,Mallasandra,1325.0,2,65.0,2,162
5182,Hoodi,1370.0,3,67.0,3,100
5183,Others,1409.0,2,62.0,3,184
5184,Bellandur,1200.0,2,52.0,2,44
5185,Thanisandra,1200.0,2,53.5,2,219
5186,Whitefield,1740.0,4,130.0,3,235
5187,Hennur Road,1232.0,2,88.0,2,99
5188,Chandapura,1200.0,2,36.0,2,59
5189,Others,1250.0,2,50.0,2,184
5190,Bommanahalli,2100.0,4,85.0,4,51
5191,5th Phase JP Nagar,552.0,1,23.5,1,6
5192,Uttarahalli,1065.0,2,42.59,3,226
5193,Others,1225.0,2,65.0,2,184
5194,Padmanabhanagar,1067.0,2,52.0,2,185
5195,Sarjapur,1364.0,2,56.0,3,203
5196,Others,1750.0,3,75.0,3,184
5197,Bannerghatta Road,1240.0,2,71.0,2,38
5198,Hulimavu,1200.0,2,75.0,2,108
5199,Kaggadasapura,1540.0,3,75.0,3,122
5200,Others,1504.0,2,102.0,3,184
5201,Others,1116.0,2,49.8,2,184
5202,Hennur Road,2365.0,4,175.0,3,99
5203,Vijayanagar,864.0,2,45.0,2,231
5204,Hoskote,1069.0,2,38.0,3,106
5205,Hebbal,1333.0,2,100.0,2,95
5206,Others,1800.0,4,145.0,4,184
5207,Thanisandra,1698.0,3,107.0,3,219
5208,JP Nagar,1275.0,2,43.6,3,113
5209,Raja Rajeshwari Nagar,1060.0,2,48.0,2,194
5210,Hennur,1160.0,2,49.0,2,98
5211,Sarjapur  Road,1484.0,2,65.0,3,204
5212,Hennur Road,1310.0,2,66.0,2,99
5213,Varthur,2145.0,3,165.0,3,227
5214,Jigani,1230.0,3,60.0,3,117
5215,Bommasandra Industrial Area,1310.0,2,37.83,3,53
5216,Others,1150.0,2,60.0,2,184
5217,Munnekollal,1385.0,2,66.5,3,169
5218,Tumkur Road,1066.0,2,52.5,2,224
5219,Thanisandra,2293.0,3,80.26,3,219
5220,Others,1625.0,3,92.0,3,184
5221,Raja Rajeshwari Nagar,3900.0,6,195.0,6,194
5222,7th Phase JP Nagar,1000.0,2,70.65,2,8
5223,Nagavarapalya,907.0,2,38.0,2,177
5224,Ulsoor,3500.0,4,138.0,4,225
5225,Varthur,1395.0,2,79.0,3,227
5226,Others,1180.0,2,50.0,2,184
5227,Banaswadi,1903.0,6,140.0,5,35
5228,Electronic City,1175.0,2,47.0,2,77
5229,Others,1272.0,2,51.5,2,184
5230,Others,1490.0,2,92.0,3,184
5231,Yeshwanthpur,1144.0,2,67.0,2,240
5232,Others,2400.0,5,140.0,4,184
5233,Hormavu,1143.0,2,53.0,2,103
5234,Karuna Nagar,2500.0,3,190.0,3,133
5235,Others,1044.0,2,60.0,2,184
5236,Prithvi Layout,1352.0,3,93.0,2,191
5237,Hennur Road,1552.0,3,75.0,3,99
5238,Bellandur,1785.0,3,120.0,3,44
5239,Pai Layout,810.0,2,34.5,2,186
5240,Banashankari Stage V,1650.0,3,51.98,3,33
5241,Others,1595.0,3,70.39,3,184
5242,Whitefield,1060.0,2,35.0,2,235
5243,Babusapalaya,1410.0,2,65.0,3,27
5244,Nagarbhavi,1523.0,2,56.0,3,174
5245,Kanakpura Road,1591.0,3,122.0,3,131
5246,Others,1640.0,3,84.0,3,184
5247,Yelahanka New Town,450.0,1,16.0,1,238
5248,Bannerghatta Road,1305.0,2,60.0,3,38
